name,alt_name,ref_names,ra,ra_error,ref_ra,dec,dec_error,ref_dec,pm_ra,pm_ra_error,ref_pm_ra,pm_dec,pm_dec_error,ref_pm_dec,parallax,parallax_error,ref_parallax,position_epoch,lii,bii,period,period_error,ref_period,period_dot,period_dot_error,ref_period_dot,nu,nu_error,ref_nu,nu_dot,nu_dot_error,ref_nu_dot,nu_dot_2,nu_dot_2_error,ref_nu_dot_2,nu_dot_3,nu_dot_3_error,ref_nu_dot_3,period_epoch,dm,dm_error,ref_dm,dm_dot,dm_dot_error,ref_dm_dot,rm,rm_error,ref_rm,pulse_width_50,ref_pulse_width_50,pulse_width_10,ref_pulse_width_10,tau_scattering,ref_tau_scattering,flux_400_mhz,flux_400_mhz_error,ref_flux_400_mhz,flux_1400_mhz,flux_1400_mhz_error,ref_flux_1400_mhz,flux_2000_mhz,flux_2000_mhz_error,ref_flux_2000_mhz,flux_600_mhz,flux_600_mhz_error,ref_flux_600_mhz,flux_700_mhz,flux_700_mhz_error,ref_flux_700_mhz,flux_800_mhz,flux_800_mhz_error,ref_flux_800_mhz,flux_900_mhz,flux_900_mhz_error,ref_flux_900_mhz,flux_1600_mhz,flux_1600_mhz_error,ref_flux_1600_mhz,flux_3000_mhz,flux_3000_mhz_error,ref_flux_3000_mhz,spect_index,spect_index_error,ref_spect_index,binary_model,t0,t0_error,ref_t0,period_bin,period_bin_error,ref_period_bin,a1,a1_error,ref_a1,omega,omega_error,ref_omega,eccentricity,eccentricity_error,ref_eccentricity,epoch_asc,epoch_asc_error,ref_epoch_asc,epsilon_1,epsilon_1_error,ref_epsilon_1,epsilon_2,epsilon_2_error,ref_epsilon_2,min_mass,median_mass,companion_type,ref_companion_type,mass_ratio,mass_ratio_error,ref_mass_ratio,omega_asc,omega_asc_error,ref_omega_asc,distance,dm_distance_limit,dm_distance,dm_sin_bii,z_distance,x_distance,y_distance,assoc_object,discovery_survey,discovery_date,pulsar_type,ref_pulsar_type,number_glitches,luminosity_400_mhz,luminosity_1400_mhz,age,b_surf,e_dot,e_dot_d2,pm_tot,pm_tot_error,transverse_velocity,corr_period_dot,corr_age,corr_b_surf,b_lc,class
PSR J1348-6307,,mlc+01,207.17666667,0.0017,mlc+01,-63.11777778,0.0011,mlc+01,,,,,,,,,,51304,309.35272206,-0.96217748,0.9277722389,3e-10,mlc+01,3.79e-15,7e-17,mlc+01,1.0778507462,3e-10,mlc+01,-4.4e-15,8e-17,mlc+01,,,,,,,51304,597,3,mlc+01,,,,-604,8,hmvd18,79,mlc+01,,,,,,,,0.51,0.06,mlc+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.643,,10.643,-10.03,-0.179,-8.229,1.752,,"pksmb,htru_pks",2001,R,,,,57.77,3880000,1900000000000,1.9e+32,1.7e+30,,0,,,,,22.3,1800
PSR J1201-6306,,kbm+03,180.345875,4.2e-05,kbm+03,-63.11652778,0.00022,kbm+03,,,,,,,,,,51676,297.30886559,-0.79254853,0.59213602908,5e-11,kbm+03,3.555e-15,1.1e-17,kbm+03,1.68880113840,1.5e-10,kbm+03,-1.014e-14,4e-17,kbm+03,,,,,,,51676,683,3,kbm+03,,,,,,,10,pkj+21,,,,,,,,0.13,0.02,kbm+03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.538,,9.538,-9.45,-0.132,-8.474,4.125,,"pksmb,htru_pks",2003,R,,,,11.83,2640000,1470000000000,6.8e+32,7.4e+30,,0,,,,,66.3,1800
PSR J1337-6306,,hfs+04,204.33479167,0.00021,hfs+04,-63.10647222,8.3e-05,hfs+04,,,,,,,,,,51900,308.09532471,-0.69581054,0.207953012189,4e-12,hfs+04,3.558e-16,3e-19,hfs+04,4.80877862491,8e-11,hfs+04,-8.228e-15,5e-18,hfs+04,,,,,,,51900,777.7,1.7,hfs+04,,,,,,,10,pkj+21,,,,,,,,0.11,0.02,hfs+04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.932,,12.932,-9.44,-0.157,-10.177,0.522,,pksmb,2004,R,,,,18.4,9260000,275000000000,1.6e+33,9.3e+30,,0,,,,,287,1800
PSR J1301-6305,,mlc+01,195.44066667,0.00058,mlc+01,-63.09275,0.00033,mlc+01,,,,,,,,,,51206,304.0997238,-0.24441465,0.18452809509,6e-11,mlc+01,2.66747e-13,3e-18,mlc+01,5.4192289772,1.6e-09,mlc+01,-7.83384e-12,8e-17,mlc+01,2.3e-22,4e-23,mlc+01,,,,51206,374,1,pkj+13,,,,-631,15,ct07,22,pkj+21,,,,,,,,0.49,0.03,jvk+18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.717,,10.717,-1.6,-0.046,-8.874,2.492,,"pksmb,htru_pks",2001,R,,4,,56.28,11000,7100000000000,1.7e+36,1.5e+34,,0,,,,,10600,1800
PSR J1303-6305,,mlc+01,195.75008333,0.00096,mlc+01,-63.08355556,0.00042,mlc+01,,,,,,,,,,51138,304.24003698,-0.24117797,2.3066415539,4e-10,mlc+01,2.18e-15,1.6e-16,mlc+01,0.43353073142,7e-11,mlc+01,-4.1e-16,3e-17,mlc+01,,,,,,,51138,343,3,mlc+01,,,,,,,34,pkj+21,72,pkj+21,,,,,,0.36,0.05,mlc+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.249,,10.249,-1.44,-0.043,-8.473,2.733,,"pksmb,htru_pks",2001,R,,,,37.82,16800000,2270000000000,7e+30,6.7e+28,,0,,,,,1.73,1800
PSR J0736-6304,,bb10,114.083375,0.0011,jcs+17,-63.07111111,0.00056,jcs+17,,,,,,,,,,56212,274.88124695,-19.15275723,4.8628739612,7e-10,jcs+17,1.519e-13,3e-16,jcs+17,0.20563971182,3e-11,jcs+17,-6.424e-15,1.3e-17,jcs+17,,,,,,,56212,19.4,0,cbmp17,,,,,,,30,jcs+17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.103,,0.103,-6.36,-0.034,-0.097,8.492,,pkssw,2010,R,,,,,507000,27500000000000,5.2e+31,4.9e+33,,0,,,,,2.24,1800
PSR J1231-6303,,kbm+03,187.80416667,0.00042,lbs+20,-63.055,0.00028,lbs+20,,,,,,,,,,57600,300.64351502,-0.27313418,1.35123639261,6e-11,lbs+20,1.32e-16,1.5e-18,lbs+20,0.74006295676,3e-11,lbs+20,-7.23e-17,8e-19,lbs+20,,,,,,,57600,301,10,kbm+03,,,,390,18,hml+06,174.2,jk18,,,,,,,,1.5,1.6,kbm+03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.278,,8.278,-1.43,-0.039,-7.122,4.281,,"pksmb,htru_pks",2003,R,,,,102.79,162000000,427000000000,2.1e+30,3.1e+28,,0,,,,,1.62,1800
PSR J1317-6302,,mlc+01,199.43620833,0.00029,mlc+01,-63.04783333,0.00017,mlc+01,,,,,,,,,,51138,305.90764151,-0.32817895,0.26127055606,3e-11,mlc+01,1.02e-16,6e-18,mlc+01,3.8274500390,3e-10,mlc+01,-1.5e-15,8e-17,mlc+01,,,,,,,51138,678.1,1.2,mlc+01,,,,-504,8,hml+06,12,pkj+21,25,pkj+21,,,,,,1.6,0.3,jk18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.771,,12.771,-3.88,-0.073,-10.344,1.01,,"pksmb,htru_pks",2001,R,,,,260.96,40400000,166000000000,2.3e+32,1.4e+30,,0,,,,,87,1800
PSR J1324-6302,,kbm+03,201.056875,0.00029,kbm+03,-63.03919444,0.00017,kbm+03,,,,,,,,,,51523,306.63847026,-0.40366269,2.48380369300,1e-10,kbm+03,9.79e-16,9e-18,kbm+03,0.402608307097,1.7e-11,kbm+03,-1.587e-16,1.5e-18,kbm+03,,,,,,,51523.00001,497,5,kbm+03,,,,,,,18,kbm+03,,,,,,,,0.23,0.03,kbm+03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.685,,11.685,-3.5,-0.082,-9.376,1.527,,"pksmb,htru_pks",2003,R,,,,31.4,40200000,1580000000000,2.5e+30,1.8e+28,,0,,,,,0.965,1800
PSR J1327-6301,PSR B1323-627,jlm+92,201.78096667,1.3e-06,lbs+20,-63.020975,5.6e-06,lbs+20,,,,,,,,,,57600,306.96638864,-0.4291043,0.1964801858441,1.2e-12,kjk+24,1.529945e-15,4e-21,kjk+24,5.08957173317,3e-11,kjk+24,-3.96313e-14,1e-19,lbs+20,,,,,,,59400,294.214,0.007,kjk+24,,,,96.48,0.11,kjk+24,5.4,pkj+21,19,pkj+21,,,,,,4.2,0.8,jk18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.208,,6.208,-2.2,-0.046,-4.96,4.767,,"pks1,htru_pks,misc,pksmb",1992,R,,,,161.86,2030000,555000000000,8e+33,2.1e+32,,0,,,,,686,1800
PSR J1123-6259,,lml+98,170.98141032,2.6e-05,kjk+24,-62.98638199,1.3e-05,kjk+24,,,,,,,,,,59400,293.18290259,-1.78299605,0.2714381286594,3e-13,kjk+24,5.25228e-15,3e-20,kjk+24,3.684080806697,3e-12,kjk+24,-7.12863e-14,4e-19,lbs+20,,,,,,,59400,223.26,0.03,dsb+98,,,,55,0.4,kjk+24,6.4,pkj+21,14,pkj+21,,,11,,lml+98,0.51,0.03,jvk+18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.187,,2.187,-6.95,-0.068,-2.009,7.639,,"pks70,htru_pks,misc,pksmb",1998,R,,1,52.61,2.44,819000,1210000000000,1e+34,2.2e+33,,0,,,,,566,1800
PSR J1056-6258,PSR B1054-62,mlt+78,164.1066,1.3e-05,jbv+19,-62.97991389,5.6e-06,jbv+19,,,,,,,,,,57600,290.29173143,-2.9658056,0.4224510879822,4e-13,kjk+24,3.57751e-15,6e-20,kjk+24,2.367137944363,2e-12,kjk+24,-2.0046e-14,3e-19,jbv+19,8.8e-25,5e-26,jbv+19,,,,59400,320.682,0.004,kjk+24,,,,6.97,0.01,kjk+24,17,pkj+21,36,pkj+21,0.0006499,abs86,45,,tml93,34,8,jvk+18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,,2.615,-16.59,-0.124,-2.248,7.669,,"mol2,htru_pks,misc,pks1,pks70,pksmb",1978,R,,,259.2,195.84,1870000,1240000000000,1.9e+33,3.3e+32,,0,,,,,155,1800
PSR J1305-6256,,mlc+01,196.36666667,0.0017,mlc+01,-62.94416667,0.00083,mlc+01,,,,,,,,,,51138,304.52640455,-0.11585799,0.47823093284,1.2e-10,mlc+01,2.11e-15,4e-17,mlc+01,2.0910399795,5e-10,mlc+01,-9.24e-15,1.7e-16,mlc+01,,,,,,,51138,967,3,mlc+01,,,,,,,19,mlc+01,,,,,,,,0.32,0.04,mlc+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,25,-1.96,-0.051,-20.597,-5.67,,"pksmb,htru_pks",2001,R,,,,200,3590000,1020000000000,7.6e+32,1.2e+30,,0,,,,,87.2,1800
PSR J1325-6253,,sbs+22,201.27037792,8.3e-07,sbs+22,-62.89433167,5.6e-07,sbs+22,,,,,,,,,,58979.06,306.75332665,-0.27247534,0.02896859323602,4e-14,sbs+22,4.8e-20,1.4e-21,sbs+22,34.52014365532,5e-11,sbs+22,-5.72e-17,1.7e-18,sbs+22,,,,,,,58979.06,303.331,0.003,sbs+22,,,,-144,3,sbs+22,1.7,sbb+25,,,,,,,,0.11,0.08,sbb+25,,,,,,,,,,,,,,,,,,,,,,,,,DD,58979.0635,0,sbs+22,1.81559019,7e-08,sbs+22,7.573914,3e-06,sbs+22,190.233,0.003,sbs+22,0.0640091,7e-07,sbs+22,,,,,,,,,,0.892918,1.090854,,,,,,190.233,0.003,sbs+22,6.395,,6.395,-1.44,-0.03,-5.124,4.673,,htru_pks,2022,R,,,,4.5,9560000000,1190000000,7.8e+31,1.9e+30,,0,,,,,460,1800
PSR J1322-62,,kek+13,200.725,0.12,kek+13,-62.85,0.12,kek+13,,,,,,,,,,50591.6,306.51221221,-0.19716648,1.044851,4e-06,kek+13,,,,0.957074,4e-06,kek+13,,,,,,,,,,50591.6,733.6,0,kek+13,,,,,,,,,,,,,,,,0.3,,kek+13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.75,,15.75,-2.52,-0.054,-12.659,-0.871,,pksmb,2013,R,,,,74.42,,,,,,0,,,,,,1800
PSR J1133-6250,PSR B1131-62,jlm+92,173.46394578,0.0002,kjk+24,-62.84730908,9.2e-05,kjk+24,,,,,,,,,,59400,294.21275447,-1.29634199,1.0228756127923,1.5e-12,kjk+24,4.65e-16,4e-18,kjk+24,0.9776359779173,1.4e-12,kjk+24,-4.44e-16,3e-18,kjk+24,,,,,,,59400,568.48,0.1,kjk+24,,,,850.35,0.13,kjk+24,263,pkj+21,349,pkj+21,0.0229,joh90,,,,7,1,jvk+18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.452,,7.452,-12.86,-0.169,-6.795,5.445,,"pks1,htru_pks,misc,pksmb",1992,R,,,,388.73,34900000,698000000000,1.7e+31,3.1e+29,,0,,,,,6.11,1800
PSR J1154-6250,,kbm+03,178.58375,0.00042,kbm+03,-62.83408333,0.00019,kbm+03,,,,,,,,,,51464,296.46712976,-0.68128056,0.28201171065,3e-11,kbm+03,5.59e-16,5e-18,kbm+03,3.5459520376,4e-10,kbm+03,-7.03e-15,7e-17,kbm+03,,,,,,,51464,74,6,kbm+03,,,,,,,7.4,pkj+21,,,,,,,,0.07,0.02,kbm+03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.358,,1.358,-0.88,-0.016,-1.216,7.895,,pksmb,2003,R,,,,0.13,7990000,402000000000,9.8e+32,5.3e+32,,0,,,,,168,1800
PSR J1437-62,,sbb+23,219.275,0.12,sbb+25,-62.83333333,0.12,sbb+23,,,,,,,,,,,314.6619064,-2.39314517,0.7779940,1.7e-06,sbb+25,,,,1.285357,3e-06,sbb+25,,,,,,,,,,,323,7,sbb+25,,,,,,,16.4,sbb+25,,,,,,,,0.06,0.02,sbb+25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.403,,6.403,-13.49,-0.267,-4.55,4.003,,"pksmb,htru_pks",2023,R,,,,2.46,,,,,,0,,,,,,1800
PSR J1354-6249,,kbm+03,208.64583333,0.0042,kbm+03,-62.825,0.0019,kbm+03,,,,,,,,,,51396,310.07002665,-0.83166836,2.951938334,3e-09,kbm+03,1.48e-14,1.1e-15,kbm+03,0.3387604641,4e-10,kbm+03,-1.7e-15,1.3e-16,kbm+03,,,,,,,51396,254,17,kbm+03,,,,,,,57,kbm+03,,,,,,,,0.24,0.03,kbm+03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.158,,5.158,-3.69,-0.075,-3.947,5.18,,"pksmb,htru_pks",2003,R,,,,6.39,3160000,6690000000000,2.3e+31,8.5e+29,,0,,,,,2.44,1800
PSR J1255-62,,ncb+15,193.825,0.12,ncb+15,-62.8,0.12,ncb+15,,,,,,,,,,56657,303.37323867,0.06843932,0.18291150816,3e-11,ncb+15,,,,5.4671245678,9e-10,ncb+15,,,,,,,,,,56657,713,4,ncb+15,,,,,,,34.8,ncb+15,65,ncb+15,,,,,,0.13,,ncb+15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.769,,19.769,0.85,0.024,-16.509,-2.375,,htru_pks,2015,R,,,,50.81,,,,,,0,,,,,,1800
PSR J1139-6247,,nie+20,174.75,0,nie+20,-62.78333333,0,nie+20,,,,,,,,,,59049,294.75752824,-1.06690703,0.120482,0,nie+20,4.05e-15,0,nie+20,8.30,0,nie+20,-2.79e-13,0,nie+20,,,,,,,59049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0,-0,8.5,GRS:4FGL_J1139.2-6247[aab+22],FermiAssoc,2020,NRAD,nie+20,,,,471000,707000000000,9.1e+34,,,0,,,,,3790,2900
PSR J1328-62,,sbb+23,202.14583333,0,sbb+23,-62.76666667,0.12,sbb+23,,,,,,,,,,,307.16679479,-0.20074234,528.85764e-3,0,sbb+23,,,,1.890868,0,sbb+23,,,,,,,,,,,194.8,0,sbb+23,,,,,,,18.6,sbb+23,,,,,,,,0.08,,sbb+23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.563,,4.563,-0.68,-0.016,-3.636,5.743,,pksmb,2023,R,,,,1.67,,,,,,0,,,,,,1800
PSR J1359-6242,,pbs+23,209.87604167,0,pbs+23,-62.70625,0,pbs+23,,,,,,,,,,,310.64483604,-0.85822645,0.899747,1.3e-05,pbs+23,,,,1.111424,1.7e-05,pbs+23,,,,,,,,,,,784,2,pbs+23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.843,,12.843,-11.74,-0.192,-9.744,0.135,,mmgps-l,2023,R,,,,,,,,,,0,,,,,,1800
PSR J1306-6242,,kbm+03,196.68583333,0.00042,kbm+03,-62.70083333,0.00028,kbm+03,,,,,,,,,,51448,304.68579699,0.11878271,0.98190211848,9e-11,kbm+03,5.86e-15,3e-17,kbm+03,1.01843145175,1e-10,kbm+03,-6.08e-15,4e-17,kbm+03,,,,,,,51448,480,6,kbm+03,,,,,,,37,pkj+21,,,,,,,,0.14,0.02,kbm+03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.429,,11.429,1,0.024,-9.398,1.996,,"pksmb,htru_pks",2003,R,,,,18.29,2650000,2430000000000,2.4e+32,1.9e+30,,0,,,,,24,1800
PSR J1203-6242,,nie+20,180.75,0,nie+20,-62.7,0,nie+20,,,,,,,,,,58995,297.4105226,-0.34866455,0.100604,0,nie+20,4.41e-14,0,nie+20,9.94,0,nie+20,-4.36e-12,0,nie+20,,,,,,,58995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0,-0,8.5,GRS:4FGL_J1203.9-6242[aab+22],FermiAssoc,2020,NRAD,nie+20,,,,36100,2130000000000,1.7e+36,,,0,,,,,19600,2900
PSR J1322-6241,,mlc+01,200.63395833,0.0005,mlc+01,-62.69819444,0.00022,mlc+01,,,,,,,,,,51138,306.48924975,-0.04143436,0.50605841373,5e-11,mlc+01,2.587e-15,1.8e-17,mlc+01,1.97605646475,1.6e-10,mlc+01,-1.01e-14,7e-17,mlc+01,,,,,,,51138,618.8,1.9,mlc+01,,,,83,14,hml+06,5.9,pkj+21,13,pkj+21,,,,,,0.37,0.05,mlc+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.236,,12.236,-0.45,-0.009,-9.837,1.224,,"pksmb,htru_pks",2001,R,,,,55.4,3100000,1160000000000,7.9e+32,5.3e+30,,0,,,,,83.7,1800
PSR J1245-6238,,mlc+01,191.338,0.00058,mlc+01,-62.64886111,0.00022,mlc+01,,,,,,,,,,51206,302.23294502,0.21462776,2.2830933508,3e-10,mlc+01,1.092e-14,5e-17,mlc+01,0.43800223922,4e-11,mlc+01,-2.095e-15,8e-18,mlc+01,,,,,,,51206,336,2,mlc+01,,,,,,,60,pkj+21,76,pkj+21,,,,,,0.14,0.02,mlc+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.956,,9.956,1.26,0.037,-8.422,3.19,,"pksmb,htru_pks",2001,R,,,,13.88,3310000,5050000000000,3.6e+31,3.7e+29,,0,,,,,3.98,1800
PSR J1208-6238,,cpw+16,182.05816667,0.00025,cpw+16,-62.63425,0.00011,cpw+16,,,,,,,,,,56040,297.99009686,-0.17778449,0.440590723652,1.4e-11,cpw+16,3.2695145e-12,1e-18,cpw+16,2.26968010518,7e-11,cpw+16,-1.6842733e-11,5e-18,cpw+16,3.2e-22,1e-23,cpw+16,,,,56040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0,-0,8.5,GRS:4FGL_J1208.2-6237[aab+22],FermiBlind,2016,NRAD,aab+22,,,,2140,38400000000000,1.5e+36,,,0,,,,,4210,2900
PSR J1055-6236,,kbm+03,163.97754167,0.00029,kbm+03,-62.61341667,0.00011,kbm+03,,,,,,,,,,51703,290.08078325,-2.66017659,0.44863544246,3e-11,kbm+03,7.08e-16,7e-18,kbm+03,2.22898127379,1.5e-10,kbm+03,-3.52e-15,4e-17,kbm+03,,,,,,,51703,149.7,1.5,kbm+03,,,,,,,7.5,pkj+21,14,kbm+03,,,,,,0.12,0.02,kbm+03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.883,,1.883,-6.95,-0.087,-1.767,7.854,,"pksmb,htru_pks",2003,R,,,,0.43,10000000,570000000000,3.1e+32,8.7e+31,,0,,,,,59.2,1800
PSR J1316-6232,,cmk01,199.19291667,0.00083,cmk01,-62.53672222,0.00014,cmk01,,,,,,,,,,49800,305.84810261,0.19149635,0.34282539844,6e-11,cmk01,5.297e-15,2e-18,cmk01,2.9169367397,6e-10,cmk01,-4.507e-14,1.8e-17,cmk01,,,,,,,49800,966.4,0.3,okp+21,,,,,,,119,cmk01,180,cmk01,1.1,okp+21,,,,0.74,0.08,hfs+04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,25,3.23,0.084,-20.264,-6.141,,"misc,htru_pks,pksmb",2001,R,,,,462.5,1030000,1360000000000,5.2e+33,8.3e+30,,0,,,,,317,1800
PSR J1142-6230,,mlc+01,175.71875,0.0013,mlc+01,-62.50108333,0.00028,mlc+01,,,,,,,,,,51137,295.11021067,-0.67512863,0.55838338569,1e-10,mlc+01,7.8e-17,3.5e-17,mlc+01,1.7908842305,3e-10,mlc+01,-2.5e-16,1.1e-16,mlc+01,,,,,,,51137,343.8,1.7,mlc+01,,,,,,,30,pkj+21,37,pkj+21,,,,,,0.26,0.04,mlc+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.483,,3.483,-4.05,-0.041,-3.154,7.022,,"pksmb,htru_pks",2001,R,,,,3.15,113000000,211000000000,1.8e+31,1.5e+30,,0,,,,,11.4,1800
PSR J1348-62,,sbb+24,207,0.12,sbb+24,-62.5,0.12,sbb+24,,,,,,,,,,,309.40910373,-0.34170393,0.616257,6e-06,sbb+24,,,,1.622700,1.6e-05,sbb+24,,,,,,,,,,,790,30,sbb+24,,,,,,,145,sbb+25,,,,,,,,0.14,0.01,sbb+25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.802,,12.802,-4.71,-0.076,-9.891,0.373,,htru_pks,2024,R,,,,22.94,,,,,,0,,,,,,1800
PSR J1357-62,PSR B1353-62,kac+73,209.35416667,0.17,tml93,-62.46666667,0.083,tml93,,,,,,,,,,47900,310.47406725,-0.56501305,0.4557610,1e-06,jlm+92,,,,2.194132,5e-06,jlm+92,,,,,,,,,,47900,416.7,0.2,sjd+21,,,,-589,0.9,sjd+21,18.2,jk18,42,hfs+04,,,,,,13,3,jk18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.481,,6.481,-4.11,-0.064,-4.93,4.293,,"misc,htru_pks,pks1,pksmb",1973,R,,,,546.04,,,,,,0,,,,,,1800
PSR J1350-6225,,cwp+17,207.68520833,4.2e-05,cwp+17,-62.42883333,2.8e-05,cwp+17,,,,,,,,,,55806,309.73377311,-0.34283183,0.1381577782128,1.2e-12,cwp+17,8.88351e-15,4e-20,cwp+17,7.23810134280,6e-11,cwp+17,-4.65408e-13,2e-18,cwp+17,,,,,,,55806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0,-0,8.5,GRS:4FGL_J1350.6-6224[aab+22],FermiBlind,2017,NRAD,aab+22,,,,246000,1120000000000,1.3e+35,,,0,,,,,3990,2900
PSR J1157-6224,PSR B1154-62,lvw69b,179.3133625,2.1e-05,jbv+19,-62.41414722,1.4e-05,jbv+19,,,,,,,,,,57600,296.70500678,-0.19929094,0.400525716696,4e-12,jbv+19,3.93281e-15,1.2e-19,jbv+19,2.49671858339,2e-11,jbv+19,-2.45156e-14,7e-19,jbv+19,-1e-24,1e-25,jbv+19,,,,57600,324.3,0.01,kjk+24,,,,507.95,0.03,kjk+24,12,pkj+21,38,pkj+21,0.000763,abs86,145,,tml93,14,3,jvk+18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,4.712,-1.13,-0.014,-3.573,6.702,,"mol1,htru_pks,misc,mol2,pks1,pks70,pksmb",1969,R,,,2320,224,1610000,1270000000000,2.4e+33,1.5e+32,,0,,,,,185,1800
PSR J1216-6223,,mlc+01,184.17483333,0.00054,psj+19,-62.39916667,2.5e-05,psj+19,,,,,,,,,,55391,298.92033153,0.20169836,0.3740530135813,2e-12,psj+19,1.682357e-14,2e-19,psj+19,2.673417841032,1.4e-11,psj+19,-1.202408e-13,1.4e-18,psj+19,,,,,,,55391,790,1,pkj+13,,,,,,,15,pkj+21,,,,,,,,0.23,0.01,jvk+18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.311,,18.311,2.78,0.064,-16.027,-0.355,,pksmb,2001,R,,,,77.12,352000,2540000000000,1.3e+34,3.8e+31,,0,,,,,455,1800
